year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
2018,David,T.,Teachey,"[""Children's Hospital of Philadelphia""]",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,david t. teachey
2018,Amal,N.,Trivedi,['Brown University Medical School'],"['Internal Medicine', 'Health services research', 'Health care disparities']",['Internal Medicine'],['ASCI'],[],[],,amal n. trivedi
2018,Mintu,P.,Turakhia,['Stanford University School of Medicine'],"['Clinical trials', 'Cardiovascular Disease', 'Health services research', 'Outcomes research']",['Cardiovascular Disease'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,mintu p. turakhia
2018,Cameron,J.,Turtle,['Fred Hutchinson Cancer Research Center'],['Hematology'],['Hematology'],['ASCI'],[],[],,cameron j. turtle
2018,John,S.,Welch,['Washington University School of Medicine in St. Louis'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,john s. welch
2018,Robert,B.,West,['Stanford University School of Medicine'],['Pathology'],['Pathology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,robert b. west
2018,Paul,B.,Yu,"[""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Massachusetts General Hospital']","['Cardiovascular Medicine', 'Medicine']",['Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,paul b. yu
2018,Kareem,A.,Zaghloul,"['NIH, National Institute of Neurological Disorders and Stroke (NINDS)']",['Neurosurgery'],['Neurosurgery'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,kareem a. zaghloul
2018,Ian,Harm,de Boer,['University of Washington School of Medicine'],['Nephrology'],['Nephrology'],['ASCI'],[],[],,ian harm de boer
2019,Kjersti,M.,Aagaard,['Baylor College of Medicine'],"['Obstetrics and Gynecology', 'Clinical research', 'Clinical trials']",[],['ASCI'],[],[],,kjersti m. aagaard
2019,Michelle,A.,Albert,"['University of California, San Francisco, School of Medicine']","['Cardiovascular Disease', 'Outcomes research', 'Health care disparities', 'Clinical research']",['Cardiovascular Disease'],['ASCI'],[],[],,michelle a. albert
2019,Laura,C.,Alonso,['Weill Cornell Medical College'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,laura c. alonso
2019,Joshi,,Alumkal,['University of Michigan Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,joshi alumkal
2019,Jintanat,,Ananworanich,['Bill and Melinda Gates Foundation'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,jintanat ananworanich
2019,Reza,,Ardehali,"['University of California, Los Angeles, David Geffen School of Medicine']",['Cardiology'],['Cardiology'],['ASCI'],[],[],,reza ardehali
2019,Maryam,M.,Asgari,"['Harvard Medical School, Massachusetts General Hospital']","['Dermatology', 'Surgery']","['Dermatology', 'Surgery']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,maryam m. asgari
2019,David,A.,Barbie,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Oncology'],[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,david a. barbie
2019,Gregory,L.,Beatty,['University of Pennsylvania Perelman School of Medicine'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,gregory l. beatty
2019,Eran,,Bendavid,['Stanford University School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,eran bendavid
2019,Rachel,,Berger,"[""University of Pittsburgh Children's Hospital""]","['Health care disparities', 'Pediatrics']",['Pediatrics'],['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,rachel berger
2019,Chetan,,Bettegowda,['Johns Hopkins University School of Medicine'],['Neurosurgery'],['Neurosurgery'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,chetan bettegowda
2019,Ankit,,Bharat,['Northwestern University Feinberg School of Medicine'],['Surgery'],['Surgery'],['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,ankit bharat
2019,Bibiana,,Bielekova,"['NIH, National Institute of Allergy and Infectious Diseases (NIAID)']",['Neurology'],['Neurology'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,bibiana bielekova
2019,Marie,,Bleakley,['University of Washington School of Medicine'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,marie bleakley
2019,Barry,,Borlaug,['Mayo Clinic'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,barry borlaug
2019,Isaac,,Brownell,"['NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)']",['Dermatology'],['Dermatology'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,isaac brownell
2019,Carolyn,S.,Calfee,"['University of California, San Francisco, School of Medicine']","['Critical Care Medicine', 'Pulmonology', 'Internal Medicine']","['Critical Care Medicine', 'Pulmonology', 'Internal Medicine']",['ASCI'],[],[],,carolyn s. calfee
2019,Marina,Fernandes De Barros,Caskey,['The Rockefeller University'],['HIV'],[],['ASCI'],[],[],,marina fernandes de barros caskey
2019,Ronald,,Chen,['University of Kansas School of Medicine'],"['Health care disparities', 'Radiation Oncology', 'Health services research', 'Outcomes research']",['Radiation Oncology'],['ASCI'],[],[],,ronald chen
2019,Stuart,A.,Cook,['Duke-NUS Medical School'],['Cardiology'],['Cardiology'],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,stuart a. cook
2019,Kelly,,Dooley,['Johns Hopkins University School of Medicine'],['Infectious Disease'],['Infectious Disease'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,kelly dooley
2019,Todd,,Druley,['Washington University School of Medicine in St. Louis'],"['Biotechnology', 'Molecular Biology', 'Genomics', 'Medical Oncology', 'Genetics', 'Cancer genetics', 'Developmental Biology', 'Hematology', 'Pediatrics', 'Medical Genetics', 'Oncology', 'Cancer biology', 'Medicine']","['Genomics', 'Medical Oncology', 'Genetics', 'Hematology', 'Pediatrics', 'Medicine']",['ASCI'],[],[],,todd druley
2019,Kafui,,Dzirasa,['Duke University Medical Center'],['Psychiatry'],['Psychiatry'],['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,kafui dzirasa
2019,Souheil,,El-Chemaly,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,souheil el-chemaly
2019,Felix,,Feng,"['University of California, San Francisco, School of Medicine']",['Radiation Oncology'],['Radiation Oncology'],['ASCI'],[],[],,felix feng
2019,Michael,D.,Fox,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Neurology'],['Neurology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,michael d. fox
2019,Saar,,Gill,['University of Pennsylvania Perelman School of Medicine'],['Bone marrow transplantation'],['Bone marrow transplantation'],['ASCI'],[],[],,saar gill
2019,Morgan,E.,Grams,['Johns Hopkins University School of Medicine'],"['Nephrology', 'Health care disparities']",['Nephrology'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,morgan e. grams
2019,Peter,W.,Groeneveld,['University of Pennsylvania Perelman School of Medicine'],"['Health care disparities', 'Health services research', 'Outcomes research', 'Internal Medicine']",['Internal Medicine'],['ASCI'],[],[],,peter w. groeneveld
2019,Orlando,M.,Gutierrez,['University of Alabama at Birmingham School of Medicine'],"['Medicine', 'Health care disparities']",['Medicine'],['ASCI'],[],[],,orlando m. gutierrez
2019,Jason,,Harris,"['Harvard Medical School, Massachusetts General Hospital']",['Infectious Disease'],['Infectious Disease'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jason harris
2019,John,E.,Harris,['University of Massachusetts Medical School'],['Dermatology'],['Dermatology'],['ASCI'],[],[],,john e. harris
2019,Elliott,,Haut,['Johns Hopkins University School of Medicine'],"['Outcomes research', 'Surgery', 'Public Health', 'Thromboembolism']",['Surgery'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,elliott haut
2019,Anna,Ryan,Hemnes,['Vanderbilt University School of Medicine'],['Pulmonology'],['Pulmonology'],['ASCI'],[],[],,anna ryan hemnes
2019,A.,McGarry,Houghton,['Fred Hutchinson Cancer Research Center'],['Medicine'],['Medicine'],['ASCI'],[],[],,a. mcgarry houghton
2019,Renee,,Hsia,"['University of California, San Francisco, School of Medicine']","['Health care disparities', 'Emergency Medicine']",['Emergency Medicine'],['ASCI'],[],[],,renee hsia
2019,David,,Hyman,['Memorial Sloan Kettering Cancer Center'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,david hyman
2019,Louise,C.,Ivers,"['Harvard Medical School, Massachusetts General Hospital']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,louise c. ivers
2019,William,J.,Janssen,['National Jewish Health'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,william j. janssen
2019,Jonathan,J.,Juliano,['University of North Carolina School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,jonathan j. juliano
2019,Dineo,,Khabele,['Washington University School of Medicine in St. Louis'],"['Obstetrics and Gynecology', 'Health care disparities']",[],['ASCI'],[],[],,dineo khabele
2019,Richard,G.,Kibbey,['Yale School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,richard g. kibbey
2019,Amy,J.H.,Kind,['University of Wisconsin School of Medicine and Public Health'],"['Internal Medicine', 'Health care disparities']",['Internal Medicine'],['ASCI'],[],[],,amy j.h. kind
2019,Heidi,H.,Kong,"['NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)']",['Dermatology'],['Dermatology'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,heidi h. kong
2019,Scott,,Kopetz,['University of Texas MD Anderson Cancer Center'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,scott kopetz
2019,Siavash,K.,Kurdistani,"['University of California, Los Angeles, David Geffen School of Medicine']",['Biochemistry'],[],['ASCI'],[],[],,siavash k. kurdistani
2019,Louise,,Laurent,"['University of California, San Diego, School of Medicine']",['Obstetrics and Gynecology'],[],['ASCI'],[],[],,louise laurent
2019,Julie,E.,Ledgerwood,"['NIH, National Institute of Allergy and Infectious Diseases (NIAID)']",['Internal Medicine'],['Internal Medicine'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,julie e. ledgerwood
2019,Alexander,,Marson,"['University of California, San Francisco, School of Medicine']",['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,alexander marson
2019,Samia,,Mora,"[""Harvard Medical School, Brigham & Women's Hospital""]",['Cardiology'],['Cardiology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,samia mora
2019,Nima,,Mosammaparast,['Washington University School of Medicine in St. Louis'],['Laboratory Medicine'],['Laboratory Medicine'],['ASCI'],[],[],,nima mosammaparast
2019,Nicolas,,Musi,"['UT Health San Antonio, Joe R. & Teresa Lozano Long School of Medicine']",['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,nicolas musi
2019,Markus,,MÃ¼schen,['Yale School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,markus mã¼schen
2019,Keisuke,,Nagao,"['NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)']",['Dermatology'],['Dermatology'],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,keisuke nagao
2019,Patrick,,Nana-Sinkam,['Virginia Commonwealth University School of Medicine'],"['Pulmonology', 'Critical Care Medicine']","['Pulmonology', 'Critical Care Medicine']",['ASCI'],['Virginia Commonwealth University Affiliates*'],"['Virginia Commonwealth University Massey Cancer Center', 'Virginia Commonwealth University School of Medicine']",,patrick nana-sinkam
2019,Dale,,Needham,['Johns Hopkins Medical Institutes'],['Critical Care Medicine'],['Critical Care Medicine'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,dale needham
2019,Sattva,,Neelapu,['University of Texas MD Anderson Cancer Center'],['Hematology'],['Hematology'],['ASCI'],[],[],,sattva neelapu
2019,Deepak,,Nijhawan,['University of Texas Southwestern Medical Center'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,deepak nijhawan
2019,Emily,,Oken,['Harvard Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,emily oken
2019,Elif,Arioglu,Oral,['University of Michigan Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,elif arioglu oral
2019,Brian,A.,Primack,"['University of Pittsburgh School of Medicine', 'University of Arkansas College of Medicine']","['Medicine', 'Translational Medicine', 'Family Medicine', 'Preventive Medicine', 'Pediatrics', 'Public Health', 'Administration']","['Medicine', 'Family Medicine', 'Pediatrics']",['ASCI'],['University of Pittsburgh Affiliates*'],"[""University of Pittsburgh Children's Hospital"", 'University of Pittsburgh Medical Center', 'University of Pittsburgh School of Medicine', 'University of Pittsburgh School of Public Health']",,brian a. primack
2019,Jianwen,,Que,['Columbia University College of Physicians & Surgeons'],['Gastroenterology'],['Gastroenterology'],['ASCI'],[],[],,jianwen que
2019,Manuela,,Raffatellu,"['University of California, San Diego, School of Medicine']",['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,manuela raffatellu
2019,Peter,P.,Reese,['University of Pennsylvania Perelman School of Medicine'],"['Health services research', 'Nephrology', 'Outcomes research']",['Nephrology'],['ASCI'],[],[],,peter p. reese
2019,Erik,,Roberson,['University of Alabama at Birmingham School of Medicine'],"['Neurology', 'Neuroscience', 'Neurobiology', 'Aging']",['Neurology'],['ASCI'],[],[],,erik roberson
2019,Andrew,,Rule,['Mayo Clinic'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,andrew rule
2019,Aasma,,Shaukat,['University of Minnesota Medical School'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,aasma shaukat
2019,Jordan,A.,Shavit,['University of Michigan Medical School'],['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,jordan a. shavit
2019,Maureen,A.,Su,"['University of California, Los Angeles, David Geffen School of Medicine']",['Pediatrics'],['Pediatrics'],['ASCI'],[],[],,maureen a. su
2019,Yang,,Sun,['Stanford University School of Medicine'],['Ophthalmology'],['Ophthalmology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,yang sun
2019,William,,Tap,['Memorial Sloan Kettering Cancer Center'],['Medical Oncology'],['Medical Oncology'],['ASCI'],[],[],,william tap
2019,Robert,,Thimme,['University Medical Center Freiburg'],['Hepatology'],['Hepatology'],['ASCI'],[],[],,robert thimme
2019,Aaron,A.R.,Tobian,['Johns Hopkins University School of Medicine'],['Pathology'],['Pathology'],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,aaron a.r. tobian
2019,Eliezer,M.,Van Allen,"['Harvard Medical School, Dana-Farber Cancer Institute']",['Medical Oncology'],['Medical Oncology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,eliezer m. van allen
2019,Matthew,G.,Vander Heiden,['Massachusetts Institute of Technology'],['Cancer biology'],[],['ASCI'],[],[],,matthew g. vander heiden
2019,Adrian,,Vella,['Mayo Clinic'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,adrian vella
2019,Jennifer,,Wargo,['University of Texas MD Anderson Cancer Center'],['Surgery'],['Surgery'],['ASCI'],[],[],,jennifer wargo
2019,Arnold,M.,Weissler,['Mayo Clinic'],"['Cardiology', 'Internal Medicine', 'Cardiovascular Disease']","['Cardiology', 'Internal Medicine', 'Cardiovascular Disease']",['ASCI'],[],[],,arnold m. weissler
2019,James,,Yao,['University of Texas MD Anderson Cancer Center'],['Oncology'],[],['ASCI'],[],[],,james yao
2019,Hao,,Zhu,['University of Texas Southwestern Medical Center'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,hao zhu
2020,Larry,Alexander,Allen,['University of Colorado School of Medicine'],['Cardiology'],['Cardiology'],['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,larry alexander allen
2020,Rishi,K.,Arora,['Northwestern University Feinberg School of Medicine'],['Cardiology'],['Cardiology'],['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,rishi k. arora
2020,Themistocles,,Assimes,['Stanford University School of Medicine'],"['Internal Medicine', 'Health care disparities']",['Internal Medicine'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,themistocles assimes
2020,Jared,Murray,Baeten,['University of Washington School of Medicine'],['Internal Medicine'],['Internal Medicine'],['ASCI'],[],[],,jared murray baeten
2020,Christopher,E.,Barbieri,['Weill Cornell Medical College'],['Surgery'],['Surgery'],['ASCI'],[],[],,christopher e. barbieri
2020,Julie,A.,Bastarache,['Vanderbilt University School of Medicine'],"['Pulmonology', 'Critical Care Medicine']","['Pulmonology', 'Critical Care Medicine']",['ASCI'],[],[],,julie a. bastarache
2020,Justin,E.,Bekelman,['University of Pennsylvania Perelman School of Medicine'],"['Epidemiology', 'Health services research', 'Radiation Oncology']",['Radiation Oncology'],['ASCI'],[],[],,justin e. bekelman
2020,Tammie,S.,Benzinger,['Washington University School of Medicine in St. Louis'],['Radiology'],['Radiology'],['ASCI'],[],[],,tammie s. benzinger
2020,Gregory,,Bisson,['University of Pennsylvania Perelman School of Medicine'],['Infectious Disease'],['Infectious Disease'],['ASCI'],[],[],,gregory bisson
